pubchem_id,iupac_name,common_name,smile,molecular_weight,num_h_donors,num_h_acceptors,num_rotatablebonds,complexity,topological_polor_surfacearea,monoisotopic_mass,exact_mass,xlogp3,formal_charge,heavy_atom_count,defined_atom_stereocenter_count,undefined_atom_stereocenter_count,defined_bond_stereocenter_count,undefined_bond_stereocenter_count,isotope_atom_count,covalently_bonded_unit_count,cas_id,fema_number,fema_flavor_profile,odor,taste,functional_groups
12401,nonadecane,nonadecane,CCCCCCCCCCCCCCCCCCC,268.529,0,0,16,123,0,268.313,268.313,9.9,0,19,0,0,0,0,0,1,629-92-5,Not Available,Not Available,fuel-like,not available,Not Available
12403,henicosane,heneicosane,CCCCCCCCCCCCCCCCCCCCC,296.583,0,0,18,143,0,296.344,296.344,11,0,21,0,0,0,0,0,1,629-94-7,Not Available,Not Available,odorless,not available,Not Available
12406,pentacosane,pentacosane,CCCCCCCCCCCCCCCCCCCCCCCCC,352.691,0,0,22,186,0,352.407,352.407,13.1,0,25,0,0,0,0,0,1,629-99-2,Not Available,Not Available,not available,not available,Not Available
12506,oxolan-2-ylmethyl acetate,tetrahydrofurfuryl acetate,CC(=O)OCC1CCCO1,144.17,0,3,3,122,35.5,144.079,144.079,0.5,0,10,0,1,0,0,0,1,637-64-9,3055,Savory,not available,not available,ether@dialkyl ether@carboxylic acid derivative@carboxylic acid ester@heterocyclic compound
12507,1-ethenyl-4-methoxybenzene,4-methoxystyrene,COC1=CC=C(C=C1)C=C,134.178,0,1,2,101,9.2,134.073,134.073,3.1,0,10,0,0,0,0,0,1,637-69-4,Not Available,Not Available,not available,not available,ether@alkyl aryl ether@alkene@aromatic compound
12508,propan-2-yl propanoate,isopropyl propionate,CCC(=O)OC(C)C,116.16,0,2,3,76.6,26.3,116.084,116.084,1.4,0,8,0,0,0,0,0,1,637-78-5,2959,Fruit,not available,not available,carboxylic acid derivative@carboxylic acid ester
12518,"2,4,6-trimethyl-1,3,5-dithiazinane",thialdine,CC1NC(SC(S1)C)C,163.297,1,3,0,87.1,62.6,163.049,163.049,2.5,0,9,0,2,0,0,0,1,5340-02-3@638-17-5@86241-90-9,4018,Savory,not available,not available,hemithioaminal@thioacetal@heterocyclic compound
12523,"2,6,10,14-tetramethylhexadecane",phytane,CCC(C)CCCC(C)CCCC(C)CCCC(C)C,282.556,0,0,13,194,0,282.329,282.329,9.9,0,20,0,3,0,0,0,1,638-36-8,Not Available,Not Available,not available,not available,Not Available
12529,pentyl formate,pentyl formate,CCCCCOC=O,116.16,0,2,5,52.5,26.3,116.084,116.084,1.9,0,8,0,0,0,0,0,1,638-49-3,2068,Fruit,not available,not available,carboxylic acid derivative@carboxylic acid ester
12530,tridecanoic acid,tridecanoic acid,CCCCCCCCCCCCC(=O)O,214.349,1,2,11,144,37.3,214.193,214.193,4.7,0,15,0,0,0,0,0,1,638-53-9@68002-90-4,4336,Not Available,not available,not available,carboxylic acid derivative@carboxylic acid
12534,tricosane,tricosane,CCCCCCCCCCCCCCCCCCCCCCC,324.637,0,0,20,165,0,324.376,324.376,12.1,0,23,0,0,0,0,0,1,638-67-5,Not Available,Not Available,odorless,not available,Not Available
12566,1-methyl-4-phenylbenzene,4-methylbiphenyl,CC1=CC=C(C=C1)C2=CC=CC=C2,168.239,0,0,1,136,0,168.094,168.094,4.6,0,13,0,0,0,0,0,1,0644-08-06,3186,Spice,not available,not available,aromatic compound
12570,2-propylphenol,2-propylphenol,CCCC1=CC=CC=C1O,136.194,1,1,2,90.7,20.2,136.089,136.089,2.9,0,10,0,0,0,0,0,1,31019-46-2@644-35-9,3522,Not Available,not available,not available,hydroxy compound@phenol or hydroxyhetarene@aromatic compound
12571,propyl 2-methylpropanoate,propyl isobutyrate,CCCOC(=O)C(C)C,130.187,0,2,4,86.9,26.3,130.099,130.099,2.1,0,9,0,0,0,0,0,1,644-49-5,2936,Fruit,not available,not available,carboxylic acid derivative@carboxylic acid ester
12578,1-(4-propan-2-ylphenyl)ethanone,4'-isopropylacetophenone,CC(C)C1=CC=C(C=C1)C(=O)C,162.232,0,1,2,152,17.1,162.104,162.104,3,0,12,0,0,0,0,0,1,645-13-6,2927,Spice,not available,not available,carbonyl compound@ketone@aromatic compound
12580,4-propylphenol,4-propylphenol,CCCC1=CC=C(C=C1)O,136.194,1,1,2,82.7,20.2,136.089,136.089,3.2,0,10,0,0,0,0,0,1,645-56-7,3649,Not Available,not available,not available,hydroxy compound@phenol or hydroxyhetarene@aromatic compound
12581,3-phenylpropanenitrile,3-phenylpropanenitrile,C1=CC=C(C=C1)CCC#N,131.178,0,1,2,125,23.8,131.073,131.073,1.7,0,10,0,0,0,0,0,1,645-59-0,Not Available,Not Available,not available,not available,carbonitrile@aromatic compound
12587,4-methylpentanoic acid,4-methylpentanoic acid,CC(C)CCC(=O)O,116.16,1,2,3,76.6,37.3,116.084,116.084,1.4,0,8,0,0,0,0,0,1,0646-07-01,3463,Floral,not available,not available,carboxylic acid derivative@carboxylic acid
12592,tetracosane,tetracosane,CCCCCCCCCCCCCCCCCCCCCCCC,338.664,0,0,21,174,0,338.391,338.391,12.6,0,24,0,0,0,0,0,1,646-31-1,Not Available,Not Available,not available,not available,Not Available
12613,3-methylbutyl 3-methylbutanoate,isoamyl isovalerate,CC(C)CCOC(=O)CC(C)C,172.268,0,2,6,128,26.3,172.146,172.146,3.1,0,12,0,0,0,0,0,1,659-70-1,2085,Green,not available,not available,carboxylic acid derivative@carboxylic acid ester
12729,ethyl undec-10-enoate,ethyl 10-undecenoate,CCOC(=O)CCCCCCCCC=C,212.333,0,2,11,164,26.3,212.178,212.178,4.6,0,15,0,0,0,0,0,1,692-86-4,2461,Green,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
12741,decan-2-one,2-decanone,CCCCCCCCC(=O)C,156.269,0,1,7,97,17.1,156.151,156.151,3.7,0,11,0,0,0,0,0,1,693-54-9,4271,"Fat, Fruit",not available,not available,carbonyl compound@ketone
12748,"4-methyl-1,3-thiazole",4-methylthiazole,CC1=CSC=N1,99.151,0,2,0,46.8,41.1,99.014,99.014,1,0,6,0,0,0,0,0,1,693-95-8,3716,"Green, Nut, Roasted Meat","green, nutty odor",not available,aromatic compound@heterocyclic compound
12756,5-ethyloxolan-2-one,gamma-caprolactone,CCC1CCC(=O)O1,114.144,0,2,1,98.7,26.3,114.068,114.068,0.7,0,8,0,1,0,0,0,1,0695-06-07,2556,Onion,not available,not available,carboxylic acid derivative@carboxylic acid ester@lactone@heterocyclic compound
12777,6-propyloxan-2-one,delta-octanolactone,CCCC1CCCC(=O)O1,142.198,0,2,2,120,26.3,142.099,142.099,1.9,0,10,0,1,0,0,0,1,698-76-0,3214,"Coconut, Peach",not available,not available,carboxylic acid derivative@carboxylic acid ester@lactone@heterocyclic compound
12779,(methyldisulfanyl)methylbenzene,benzyl methyl disulfide,CSSCC1=CC=CC=C1,170.288,0,2,3,77.3,50.6,170.022,170.022,2.4,0,10,0,0,0,0,0,1,0699-10-5,3504,Savory,not available,not available,disulfide@sulfenic acid derivative@aromatic compound
12780,4-(furan-2-yl)butan-2-one,4-(2-furyl)butan-2-one,CC(=O)CCC1=CC=CO1,138.166,0,2,3,120,30.2,138.068,138.068,0.8,0,10,0,0,0,0,0,1,699-17-2,4120,Spice,not available,not available,carbonyl compound@ketone@aromatic compound@heterocyclic compound
12810,6-pentyloxan-2-one,delta-decalactone,CCCCCC1CCCC(=O)O1,170.252,0,2,4,143,26.3,170.131,170.131,2.5,0,12,0,1,0,0,0,1,705-86-2,2361,Coconut,not available,not available,carboxylic acid derivative@carboxylic acid ester@lactone@heterocyclic compound
12813,5-hexyloxolan-2-one,gamma-decalactone,CCCCCCC1CCC(=O)O1,170.252,0,2,5,143,26.3,170.131,170.131,2.7,0,12,0,1,0,0,0,1,706-14-9,2360,"Fat, Fruit, Lactone, Peach",not available,not available,carboxylic acid derivative@carboxylic acid ester@lactone@heterocyclic compound
12844,6-heptyloxan-2-one,delta-dodecalactone,CCCCCCCC1CCCC(=O)O1,198.306,0,2,6,166,26.3,198.162,198.162,3.6,0,14,0,1,0,0,0,1,3051-22-7@713-95-1,2401,Fruit,"powerful, fresh-fruit, oily odor","at low levels has peach, pear, plum-like flavor@creamy taste",carboxylic acid derivative@carboxylic acid ester@lactone@heterocyclic compound
12997,dec-1-yne,1-decyne,CCCCCCCCC#C,138.254,0,0,6,93.9,0,138.141,138.141,4.6,0,10,0,0,0,0,0,1,27381-15-3@764-93-2,Not Available,Not Available,not available,not available,alkyne
13016,methylsulfanylmethylbenzene,benzyl methyl sulfide,CSCC1=CC=CC=C1,138.228,0,1,2,65,25.3,138.05,138.05,1.9,0,9,0,0,0,0,0,1,766-92-7,3597,Savory,not available,not available,thioether@aromatic compound
13187,nonan-2-one,2-nonanone,CCCCCCCC(=O)C,142.242,0,1,6,86.7,17.1,142.136,142.136,3.1,0,10,0,0,0,0,0,1,821-55-6,2785,"Fragrant, Fruit, Green, Hot Milk",not available,not available,carbonyl compound@ketone
13204,6-methyloxan-2-one,delta-hexalactone,CC1CCCC(=O)O1,114.144,0,2,0,98.7,26.3,114.068,114.068,1,0,8,0,1,0,0,0,1,823-22-3,3167,Spice,not available,not available,carboxylic acid derivative@carboxylic acid ester@lactone@heterocyclic compound
13233,"2,2,4,4,6,6-hexamethyl-1,3,5-trithiane",trithioacetone,CC1(SC(SC(S1)(C)C)(C)C)C,222.423,0,3,0,131,75.9,222.057,222.057,4.1,0,12,0,0,0,0,0,1,828-26-2,3475,"Camphor, Earth, Sulfur",not available,not available,thioacetal@heterocyclic compound
13357,methyl 2-methylbutanoate,methyl 2-methylbutyrate,CCC(C)C(=O)OC,116.16,0,2,3,78.6,26.3,116.084,116.084,1.5,0,8,0,1,0,0,0,1,53955-81-0@868-57-5,2719,"Apple, Fruit, Green Apple, Strawberry",not available,not available,carboxylic acid derivative@carboxylic acid ester
13367,prop-2-ene-1-thiol,allyl mercaptan,C=CCS,74.141,1,1,1,17.2,1,74.019,74.019,1.2,0,4,0,0,0,0,0,1,870-23-5,2035,Savory,not available,not available,thiol (sulfanyl compound)@alkylthiol@alkene
13436,(phenyldisulfanyl)benzene,diphenyl disulfide,C1=CC=C(C=C1)SSC2=CC=CC=C2,218.332,0,2,3,128,50.6,218.022,218.022,4.4,0,14,0,0,0,0,0,1,882-33-7,3225,Savory,not available,not available,disulfide@sulfenic acid derivative@aromatic compound
13561,undecan-6-one,6-undecanone,CCCCCC(=O)CCCCC,170.296,0,1,8,95.6,17.1,170.167,170.167,3.8,0,12,0,0,0,0,0,1,71808-49-6@927-49-1,4022,Not Available,not available,not available,carbonyl compound@ketone
13572,6-methylheptan-2-one,6-methylheptan-2-one,CC(C)CCCC(=O)C,128.215,0,1,4,84.6,17.1,128.12,128.12,2.2,0,9,0,0,0,0,0,1,928-68-7,Not Available,Not Available,not available,not available,carbonyl compound@ketone
13576,decan-3-one,3-decanone,CCCCCCCC(=O)CC,156.269,0,1,7,97,17.1,156.151,156.151,3.6,0,11,0,0,0,0,0,1,928-80-3,3966,Fruit,not available,not available,carbonyl compound@ketone
13587,3-methylfuran,3-methylfuran,CC1=COC=C1,82.102,0,1,0,43.2,13.1,82.042,82.042,1.4,0,6,0,0,0,0,0,1,930-27-8,Not Available,Not Available,not available,not available,aromatic compound@heterocyclic compound
13621,"1-ethyl-2,3-dimethylbenzene",3-ethyl-o-xylene,CCC1=CC=CC(=C1C)C,134.222,0,0,1,96.2,0,134.11,134.11,3.9,0,10,0,0,0,0,0,1,29224-55-3@933-98-2,Not Available,Not Available,not available,not available,aromatic compound
13654,propan-2-yl benzoate,isopropyl benzoate,CC(C)OC(=O)C1=CC=CC=C1,164.204,0,2,3,146,26.3,164.084,164.084,3.2,0,12,0,0,0,0,0,1,939-48-0,2932,Fruit,not available,not available,carboxylic acid derivative@carboxylic acid ester@aromatic compound
13849,pentadecanoic acid,pentadecanoic acid,CCCCCCCCCCCCCCC(=O)O,242.403,1,2,13,166,37.3,242.225,242.225,5.8,0,17,0,0,0,0,0,1,1002-84-2,4334,Not Available,not available,not available,carboxylic acid derivative@carboxylic acid
13854,1H-pyrrole-2-carbaldehyde,1h-pyrrole-2-carbaldehyde,C1=CNC(=C1)C=O,95.101,1,1,1,72.5,32.9,95.037,95.037,0.6,0,7,0,0,0,0,0,1,1003-29-8,Not Available,Not Available,not available,not available,carbonyl compound@aldehyde@aromatic compound@heterocyclic compound
14079,1-(1H-pyrrol-2-yl)ethanone,2-acetylpyrrole,CC(=O)C1=CC=CN1,109.128,1,1,1,101,32.9,109.053,109.053,0.9,0,8,0,0,0,0,0,1,1072-83-9,3202,"Bread, Cocoa, Hazelnut, Licorice, Walnut",not available,not available,carbonyl compound@ketone@aromatic compound@heterocyclic compound
14092,1-methyl-3-propylbenzene,1-methyl-3-propylbenzene,CCCC1=CC=CC(=C1)C,134.222,0,0,2,86,0,134.11,134.11,3.6,0,10,0,0,0,0,0,1,1074-43-7,Not Available,Not Available,not available,not available,aromatic compound
14104,2-methoxy-4-methyl-1-propan-2-ylbenzene,thymol methyl ether,CC1=CC(=C(C=C1)C(C)C)OC,164.248,0,1,2,131,9.2,164.12,164.12,3.8,0,12,0,0,0,0,0,1,1076-56-8,3436,Floral,not available,not available,ether@alkyl aryl ether@aromatic compound
14228,hexyl octanoate,hexyl octanoate,CCCCCCCC(=O)OCCCCCC,228.376,0,2,12,155,26.3,228.209,228.209,5.3,0,16,0,0,0,0,0,1,1117-55-1,2575,"Green, Herb, Oil",not available,not available,carboxylic acid derivative@carboxylic acid ester
14286,1-pyridin-2-ylethanone,2-acetylpyridine,CC(=O)C1=CC=CC=N1,121.139,0,2,1,112,30,121.053,121.053,0.9,0,9,0,0,0,0,0,1,1122-62-9@30440-88-1,3251,"Popcorn, Roasted Nut",not available,not available,carbonyl compound@ketone@aromatic compound@heterocyclic compound
14295,2-phenylpropan-1-ol,2-phenylpropan-1-ol,CC(CO)C1=CC=CC=C1,136.194,1,1,2,84.7,20.2,136.089,136.089,2.4,0,10,0,1,0,0,0,1,1123-85-9,2732,Floral,not available,not available,hydroxy compound@alcohol@primary alcohol@aromatic compound
14296,"2,3,5,6-tetramethylpyrazine","2,3,5,6-tetramethylpyrazine",CC1=C(N=C(C(=N1)C)C)C,136.198,0,2,0,87.8,25.8,136.1,136.1,1.3,0,10,0,0,0,0,0,1,1124-11-4,3237,"Cocoa, Coffee, Green, Mocha, Roast",not available,not available,aromatic compound@heterocyclic compound
14475,2-methylheptanoic acid,2-methylheptanoic acid,CCCCCC(C)C(=O)O,144.214,1,2,5,99.4,37.3,144.115,144.115,2.9,0,10,0,1,0,0,0,1,1188-02-09,2706,Dairy,not available,not available,carboxylic acid derivative@carboxylic acid
14489,3-methylbut-2-enyl acetate,prenyl acetate,CC(=CCOC(=O)C)C,128.171,0,2,3,121,26.3,128.084,128.084,1.8,0,9,0,0,0,0,0,1,1191-16-8,4202,Putty,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
14491,"hexane-1,6-dithiol","1,6-hexanedithiol",C(CCCS)CCS,150.298,2,2,5,31.5,2,150.054,150.054,2.2,0,8,0,0,0,0,0,1,1191-43-1,3495,Savory,not available,not available,thiol (sulfanyl compound)@alkylthiol
14493,"octane-1,8-dithiol","1,8-octanedithiol",C(CCCCS)CCCS,178.352,2,2,7,47.2,2,178.085,178.085,3.3,0,10,0,0,0,0,0,1,1191-62-4,3514,Savory,not available,not available,thiol (sulfanyl compound)@alkylthiol
14504,1-methylpyrrole-2-carbaldehyde,1192-58-1,CN1C=CC=C1C=O,109.128,0,1,1,92.5,22,109.053,109.053,0.5,0,8,0,0,0,0,0,1,1192-58-1,4332,Nuts,not available,not available,carbonyl compound@aldehyde@aromatic compound@heterocyclic compound
14505,1-(furan-2-yl)ethanone,2-acetylfuran,CC(=O)C1=CC=CO1,110.112,0,2,1,98.7,30.2,110.037,110.037,0.5,0,8,0,0,0,0,0,1,1192-62-7,3163,"Balsamic, Cocoa, Coffee",not available,not available,carbonyl compound@ketone@aromatic compound@heterocyclic compound
14511,3-methylcyclohex-2-en-1-one,3-methyl-2-cyclohexen-1-one,CC1=CC(=O)CCC1,110.156,0,1,0,133,17.1,110.073,110.073,0.8,0,8,0,0,0,0,0,1,1193-18-6,3360,Savory,not available,not available,carbonyl compound@ketone@alkene
14514,1-(5-methylfuran-2-yl)ethanone,2-acetyl-5-methylfuran,CC1=CC=C(O1)C(=O)C,124.139,0,2,1,120,30.2,124.052,124.052,1.4,0,9,0,0,0,0,0,1,1193-79-9,3609,"Nut, Vegetable",not available,not available,carbonyl compound@ketone@aromatic compound@heterocyclic compound
14529,2-(4-methylphenyl)propan-2-ol,2-(4-methylphenyl)propan-2-ol,CC1=CC=C(C=C1)C(C)(C)O,150.221,1,1,1,121,20.2,150.104,150.104,2,0,11,0,0,0,0,0,1,1197-01-09,Not Available,Not Available,not available,not available,hydroxy compound@alcohol@tertiary alcohol@aromatic compound
14896,"6,6-dimethyl-4-methylidenebicyclo[3.1.1]heptane",beta-pinene,CC1(C2CCC(=C)C1C2)C,136.238,0,0,0,177,0,136.125,136.125,3.1,0,10,0,2,0,0,0,1,"127-91-3@127-91-3, 18172-67-3@25719-60-2",2903,"Pine, Polish, Wood","characteristic turpentine odor@dry, woody or resinous aroma@piney, turpentine-like odor@terpene odor","piney, turpentine-like taste",alkene
14922,"3,7,11-trimethyldodeca-2,10-dien-1-ol",1335-48-4,CC(CCCC(=CCO)C)CCC=C(C)C,224.388,1,1,8,222,20.2,224.214,224.214,5.3,0,16,0,0,0,1,0,1,1335-48-4,Not Available,Not Available,not available,not available,hydroxy compound@alcohol@primary alcohol@alkene
14928,"[2-[(2R,3S,4R)-3,4-dihydroxyoxolan-2-yl]-2-hydroxyethyl] octadecanoate",sorbitan monostearate,CCCCCCCCCCCCCCCCCC(=O)OCC(C1C(C(CO1)O)O)O,430.626,3,6,20,417,96.2,430.329,430.329,6.9,0,30,3,1,0,0,0,1,1338-41-6@76169-00-1,3028,Not Available,slight odor,bland taste,"hydroxy compound@alcohol@secondary alcohol@1,2-diol@ether@dialkyl ether@carboxylic acid derivative@carboxylic acid ester@heterocyclic compound"
14950,"3,5,6,8-tetrahydroxy-1-methyl-9,10-dioxo-7-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]anthracene-2-carboxylic acid",carmine,CC1=C2C(=CC(=C1C(=O)O)O)C(=O)C3=C(C2=O)C(=C(C(=C3O)O)C4C(C(C(C(O4)CO)O)O)O)O,492.389,9,13,3,864,243,492.09,492.09,0.5,0,35,0,5,0,0,0,1,1260-17-9@1343-78-8@1390-65-4,2242,Not Available,not available,not available,"carbonyl compound@ketone@hydroxy compound@alcohol@primary alcohol@secondary alcohol@1,2-diol@phenol or hydroxyhetarene@1,2-diphenol@ether@dialkyl ether@carboxylic acid derivative@carboxylic acid@aromatic compound@heterocyclic compound"
15037,1-(furan-2-ylmethyl)pyrrole,1-furfurylpyrrole,C1=CN(C=C1)CC2=CC=CO2,147.177,0,1,2,121,18.1,147.068,147.068,1.4,0,11,0,0,0,0,0,1,1438-94-4,3284,"Cocoa, Green, Roast",not available,not available,aromatic compound@heterocyclic compound
15172,4-phenylbut-3-en-2-ol,4-phenyl-3-buten-2-ol,CC(C=CC1=CC=CC=C1)O,148.205,1,1,2,123,20.2,148.089,148.089,2.1,0,11,0,1,0,1,0,1,17488-65-2@31915-95-4@36004-04-3,2880,Fruit,not available,not available,hydroxy compound@alcohol@secondary alcohol@alkene@aromatic compound
15268,2-methyltetradecane,2-methyltetradecane,CCCCCCCCCCCCC(C)C,212.421,0,0,11,105,0,212.25,212.25,8.1,0,15,0,0,0,0,0,1,1560-95-8@68551-20-2,Not Available,Not Available,not available,not available,Not Available
15269,2-methyltridecane,2-methyltridecane,CCCCCCCCCCCC(C)C,198.394,0,0,10,94.2,0,198.235,198.235,7.5,0,14,0,0,0,0,0,1,1560-96-9,Not Available,Not Available,not available,not available,Not Available
15286,1-propoxypropan-2-ol,1-propoxy-2-propanol,CCCOCC(C)O,118.176,1,2,4,45.8,29.5,118.099,118.099,0.7,0,8,0,1,0,0,0,1,1569-01-03,Not Available,Not Available,not available,not available,hydroxy compound@alcohol@secondary alcohol@ether@dialkyl ether
15336,"4-methyl-2-pentyl-1,3-dioxolane","4-methyl-2-pentyl-1,3-dioxolane",CCCCCC1OCC(O1)C,158.241,0,2,4,104,18.5,158.131,158.131,2.6,0,11,0,2,0,0,0,1,1599-49-1,3630,Fruit,not available,not available,acetal@heterocyclic compound
15380,bis(methylsulfanyl)methane,bis(methylthio)methane,CSCSC,108.217,0,2,2,12.4,50.6,108.007,108.007,1.6,0,5,0,0,0,0,0,1,1618-26-4,3878,"Garlic, Sulfur",not available,not available,thioacetal
15394,pent-1-en-3-one,ethyl vinyl ketone,CCC(=O)C=C,84.118,0,1,2,64.3,17.1,84.058,84.058,1,0,6,0,0,0,0,0,1,1629-58-9,3382,"Fish, Green, Mustard, Pungent",not available,not available,carbonyl compound@ketone@alkene
15406,"2,2,4-trimethylbicyclo[2.2.1]heptan-3-ol",fenchol,CC1(C2CCC(C2)(C1O)C)C,154.253,1,1,0,185,20.2,154.136,154.136,2.5,0,11,0,3,0,0,0,1,1632-73-1@2217-02-9@512-13-0,2480,"Camphor, Lemon",not available,not available,hydroxy compound@alcohol@secondary alcohol
15422,heptane-1-thiol,1-heptanethiol,CCCCCCCS,132.265,1,1,5,35.4,1,132.097,132.097,3.9,0,8,0,0,0,0,0,1,1639-09-04,4259,Savory,not available,not available,thiol (sulfanyl compound)@alkylthiol
15448,undecan-2-ol,2-undecanol,CCCCCCCCCC(C)O,172.312,1,1,8,81.1,20.2,172.183,172.183,4.5,0,12,0,1,0,0,0,1,1653-30-1,3246,Fruit,not available,not available,hydroxy compound@alcohol@secondary alcohol
15450,6-methylheptan-1-ol,6-methyl-1-heptanol,CC(C)CCCCCO,130.231,1,1,5,50.5,20.2,130.136,130.136,2.8,0,9,0,0,0,0,0,1,104-76-7@1653-40-3@26952-21-6@40742-11-8@68526-83-0@68551-09-7,Not Available,Not Available,mild,not available,hydroxy compound@alcohol@primary alcohol
15504,ethylcyclohexane,ethylcyclohexane,CCC1CCCCC1,112.216,0,0,1,51.1,0,112.125,112.125,4,0,8,0,0,0,0,0,1,1678-91-7,Not Available,Not Available,not available,not available,Not Available
15510,cyclopentanethiol,cyclopentanethiol,C1CCC(C1)S,102.195,1,1,0,37.2,1,102.05,102.05,1.8,0,6,0,0,0,0,0,1,1679-07-08,3262,Savory,not available,not available,thiol (sulfanyl compound)@alkylthiol
15571,"(2-hexyl-1,3-dioxolan-4-yl)methanol",heptanal glyceryl acetal,CCCCCCC1OCC(O1)CO,188.267,1,3,6,127,38.7,188.141,188.141,2.1,0,13,0,2,0,0,0,1,1708-35-6,Not Available,Not Available,not available,not available,acetal@hydroxy compound@alcohol@primary alcohol@heterocyclic compound
15600,decane,decane,CCCCCCCCCC,142.286,0,0,7,40,0,142.172,142.172,5,0,10,0,0,0,0,0,1,124-18-5@63335-87-5@73138-29-1,Not Available,Not Available,not available,not available,Not Available
15606,methyl nonanoate,methyl nonanoate,CCCCCCCCC(=O)OC,172.268,0,2,8,110,26.3,172.146,172.146,4.1,0,12,0,0,0,0,0,1,1731-84-6,2724,"Coconut, Floral, Fruit",not available,not available,carboxylic acid derivative@carboxylic acid ester
15654,"5-ethenyl-4-methyl-1,3-thiazole",4-methyl-5-vinylthiazole,CC1=C(SC=N1)C=C,125.189,0,2,1,92.5,41.1,125.03,125.03,2.2,0,8,0,0,0,0,0,1,1759-28-0,3313,"Cocoa, Fat, Nut, Popcorn, Roast",not available,not available,alkene@aromatic compound@heterocyclic compound
15717,prop-2-enyl 2-phenylacetate,allyl phenylacetate,C=CCOC(=O)CC1=CC=CC=C1,176.215,0,2,5,169,26.3,176.084,176.084,2.4,0,13,0,0,0,0,0,1,1797-74-6,2039,Floral,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene@aromatic compound
15877,2-methylbutane-1-thiol,2-methyl-1-butanethiol,CCC(C)CS,104.211,1,1,2,27.1,1,104.066,104.066,2.2,0,6,0,1,0,0,0,1,110-66-7@1878-18-8,3303,Savory,not available,not available,thiol (sulfanyl compound)@alkylthiol
15979,"2,6,10,14-tetramethylpentadecane",pristane,CC(C)CCCC(C)CCCC(C)CCCC(C)C,268.529,0,0,12,161,0,268.313,268.313,9.3,0,19,0,2,0,0,0,1,1921-70-6,Not Available,Not Available,not available,not available,Not Available
16237,ethyl 3-phenylpropanoate,ethyl 3-phenylpropionate,CCOC(=O)CCC1=CC=CC=C1,178.231,0,2,5,148,26.3,178.099,178.099,2.7,0,13,0,0,0,0,0,1,2021-28-5,2455,"Flower, Honey",not available,not available,carboxylic acid derivative@carboxylic acid ester@aromatic compound
16255,3-methylbutyl octanoate,isopentyl octanoate,CCCCCCCC(=O)OCCC(C)C,214.349,0,2,10,153,26.3,214.193,214.193,4.8,0,15,0,0,0,0,0,1,2035-99-6,2080,Fruit,not available,not available,carboxylic acid derivative@carboxylic acid ester
16315,3-(prop-2-enyltrisulfanyl)prop-1-ene,diallyl trisulfide,C=CCSSSCC=C,178.326,0,3,6,70.4,75.9,177.994,177.994,2.6,0,9,0,0,0,0,0,1,2050-87-5@8008-99-9,3265,Savory,not available,not available,disulfide@sulfenic acid derivative@alkene
16324,prop-2-enyl butanoate,allyl butyrate,CCCC(=O)OCC=C,128.171,0,2,5,97.1,26.3,128.084,128.084,1.6,0,9,0,0,0,0,0,1,2051-78-7,2021,Fruit,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
16330,butyl 2-hydroxybenzoate,butyl salicylate,CCCCOC(=O)C1=CC=CC=C1O,194.23,1,3,5,179,46.5,194.094,194.094,4.6,0,14,0,0,0,0,0,1,1322-01-6@2052-14-4,3650,Spice,not available,not available,hydroxy compound@phenol or hydroxyhetarene@carboxylic acid derivative@carboxylic acid ester@aromatic compound
16331,butyl 4-oxopentanoate,butyl levulinate,CCCCOC(=O)CCC(=O)C,172.224,0,3,7,152,43.4,172.11,172.11,1,0,12,0,0,0,0,0,1,2052-15-5,2207,Fruit,not available,not available,carbonyl compound@ketone@carboxylic acid derivative@carboxylic acid ester
16418,pent-4-enal,4-pentenal,C=CCCC=O,84.118,0,1,3,47.9,17.1,84.058,84.058,0.8,0,6,0,0,0,0,0,1,2100-17-6,4262,Savory,not available,not available,carbonyl compound@aldehyde@alkene
16441,4-prop-1-en-2-ylcyclohexene-1-carbaldehyde,perillaldehyde,CC(=C)C1CCC(=CC1)C=O,150.221,0,1,2,201,17.1,150.104,150.104,2.6,0,11,0,1,0,0,0,1,2111-75-3,3557,"Cherry, Fat, Green, Pungent, Sour, Spice",not available,not available,carbonyl compound@aldehyde@alkene
16537,2-(4-methylcyclohex-3-en-1-yl)propan-2-yl formate,terpinyl formate,CC1=CCC(CC1)C(C)(C)OC=O,182.263,0,2,3,216,26.3,182.131,182.131,2.4,0,13,0,1,0,0,0,1,2153-26-6,3052,"Citrus, Herb",not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
16582,2-(2-methylpropoxy)naphthalene,2-isobutoxynaphthalene,CC(C)COC1=CC2=CC=CC=C2C=C1,200.281,0,1,3,188,9.2,200.12,200.12,4.8,0,15,0,0,0,0,0,1,2173-57-1,3719,Fruit,not available,not available,ether@alkyl aryl ether@aromatic compound
16590,3-(prop-2-enyldisulfanyl)prop-1-ene,diallyl disulfide,C=CCSSCC=C,146.266,0,2,5,58.9,50.6,146.022,146.022,2.2,0,8,0,0,0,0,0,1,2179-57-9,2028,Garlic,garlic odor,"sharp, garlic flavor",disulfide@sulfenic acid derivative@alkene
