Recipe ID 1,Recipe ID 2,No_of_shared_compounds
R0000014,R0000057,161
R0000014,R0000058,123
R0000014,R0000059,62
R0000014,R0000060,272
R0000014,R0000061,263
R0000014,R0000062,135
R0000014,R0000063,158
R0000014,R0000064,226
R0000014,R0000065,255
R0000014,R0000066,133
R0000014,R0000067,167
R0000014,R0000068,253
R0000014,R0000069,274
R0000014,R0000070,68
R0000014,R0000071,236
R0000014,R0000072,213
R0000014,R0000073,192
R0000014,R0000074,201
R0000014,R0000075,100
R0000014,R0000076,139
R0000014,R0000077,215
R0000014,R0000078,246
R0000014,R0000079,184
R0000014,R0000080,219
R0000014,R0000081,140
R0000014,R0000082,263
R0000014,R0000083,258
R0000014,R0000084,165
R0000014,R0000085,106
R0000014,R0000086,106
R0000014,R0000087,279
R0000014,R0000088,257
R0000014,R0000089,269
R0000014,R0000090,300
R0000014,R0000091,149
R0000014,R0000092,236
R0000014,R0000093,247
R0000014,R0000094,271
R0000014,R0000095,276
R0000014,R0000096,270
R0000014,R0000097,224
R0000014,R0000098,123
R0000014,R0000099,153
R0000014,R00000100,163
R0000015,R0000016,259
R0000015,R0000017,186
R0000015,R0000018,160
R0000015,R0000020,214
R0000015,R0000021,204
R0000015,R0000022,231
R0000015,R0000023,176
R0000015,R0000024,134
R0000015,R0000025,218
R0000015,R0000026,160
R0000015,R0000027,168
R0000015,R0000028,163
R0000015,R0000029,200
R0000015,R0000030,341
R0000015,R0000031,124
R0000015,R0000032,331
R0000015,R0000033,144
R0000015,R0000034,216
R0000015,R0000035,152
R0000015,R0000036,201
R0000015,R0000037,174
R0000015,R0000038,249
R0000015,R0000039,255
R0000015,R0000040,128
R0000015,R0000041,243
R0000015,R0000042,178
R0000015,R0000043,289
R0000015,R0000044,198
R0000015,R0000045,196
R0000015,R0000046,206
R0000015,R0000047,124
R0000015,R0000048,139
R0000015,R0000049,197
R0000015,R0000050,167
R0000015,R0000051,249
R0000015,R0000052,180
R0000015,R0000053,142
R0000015,R0000054,265
R0000015,R0000055,172
R0000015,R0000056,301
R0000015,R0000057,124
R0000015,R0000058,99
R0000015,R0000059,66
R0000015,R0000060,305
R0000015,R0000061,316
R0000015,R0000062,115
R0000015,R0000063,117
R0000015,R0000064,188
R0000015,R0000065,317
R0000015,R0000066,109
R0000015,R0000067,204
R0000015,R0000068,318
R0000015,R0000069,320
R0000015,R0000070,58
R0000015,R0000071,244
R0000015,R0000072,184
R0000015,R0000073,203
R0000015,R0000074,295
R0000015,R0000075,105
R0000015,R0000076,151
R0000015,R0000077,183
R0000015,R0000078,253
R0000015,R0000079,159
R0000015,R0000080,178
R0000015,R0000081,104
R0000015,R0000082,319
R0000015,R0000083,297
R0000015,R0000084,182
R0000015,R0000085,103
R0000015,R0000086,107
R0000015,R0000087,307
R0000015,R0000088,205
R0000015,R0000089,296
R0000015,R0000090,335
R0000015,R0000091,137
R0000015,R0000092,180
R0000015,R0000093,272
R0000015,R0000094,267
R0000015,R0000095,232
R0000015,R0000096,230
R0000015,R0000097,213
R0000015,R0000098,128
R0000015,R0000099,150
R0000015,R00000100,126
R0000016,R0000017,283
R0000016,R0000018,138
R0000016,R0000020,247
R0000016,R0000021,228
R0000016,R0000022,196
R0000016,R0000023,156
R0000016,R0000024,176
R0000016,R0000025,272
R0000016,R0000026,180
R0000016,R0000027,213
R0000016,R0000028,216
R0000016,R0000029,281
R0000016,R0000030,348
R0000016,R0000031,172
R0000016,R0000032,288
R0000016,R0000033,193
R0000016,R0000034,190
R0000016,R0000035,200
R0000016,R0000036,276
R0000016,R0000037,178
R0000016,R0000038,217
R0000016,R0000039,176
R0000016,R0000040,129
R0000016,R0000041,259
R0000016,R0000042,215
R0000016,R0000043,326
R0000016,R0000044,234
R0000016,R0000045,230
R0000016,R0000046,229
R0000016,R0000047,140
R0000016,R0000048,179
R0000016,R0000049,241
R0000016,R0000050,156
R0000016,R0000051,247
R0000016,R0000052,274
R0000016,R0000053,189
R0000016,R0000054,263
R0000016,R0000055,213
R0000016,R0000056,226
R0000016,R0000057,161
R0000016,R0000058,129
R0000016,R0000059,62
R0000016,R0000060,268
R0000016,R0000061,298
R0000016,R0000062,128
R0000016,R0000063,159
R0000016,R0000064,237
R0000016,R0000065,263
R0000016,R0000066,108
R0000016,R0000067,185
R0000016,R0000068,268
R0000016,R0000069,281
R0000016,R0000070,74
R0000016,R0000071,246
R0000016,R0000072,223
R0000016,R0000073,224
R0000016,R0000074,207
R0000016,R0000075,123
R0000016,R0000076,150
R0000016,R0000077,183
R0000016,R0000078,250
R0000016,R0000079,190
R0000016,R0000080,204
R0000016,R0000081,140
R0000016,R0000082,279
R0000016,R0000083,250
R0000016,R0000084,181
R0000016,R0000085,106
R0000016,R0000086,126
R0000016,R0000087,317
R0000016,R0000088,265
R0000016,R0000089,260
R0000016,R0000090,335
R0000016,R0000091,169
R0000016,R0000092,232
R0000016,R0000093,259
R0000016,R0000094,267
R0000016,R0000095,275
R0000016,R0000096,321
R0000016,R0000097,218
R0000016,R0000098,145
R0000016,R0000099,179
R0000016,R00000100,166
R0000017,R0000018,107
R0000017,R0000020,217
R0000017,R0000021,166
R0000017,R0000022,171
R0000017,R0000023,123
R0000017,R0000024,125
R0000017,R0000025,203
R0000017,R0000026,151
R0000017,R0000027,153
R0000017,R0000028,160
R0000017,R0000029,266
R0000017,R0000030,275
R0000017,R0000031,124
R0000017,R0000032,207
R0000017,R0000033,144
R0000017,R0000034,140
R0000017,R0000035,143
R0000017,R0000036,241
R0000017,R0000037,129
R0000017,R0000038,176
R0000017,R0000039,136
R0000017,R0000040,105
R0000017,R0000041,193
R0000017,R0000042,153
R0000017,R0000043,270
R0000017,R0000044,160
R0000017,R0000045,168
R0000017,R0000046,166
R0000017,R0000047,109
R0000017,R0000048,128
R0000017,R0000049,178
R0000017,R0000050,125
R0000017,R0000051,188
R0000017,R0000052,218
R0000017,R0000053,138
R0000017,R0000054,194
R0000017,R0000055,155
R0000017,R0000056,179
R0000017,R0000057,107
R0000017,R0000058,111
R0000017,R0000059,51
R0000017,R0000060,185
R0000017,R0000061,235
R0000017,R0000062,105
R0000017,R0000063,109
R0000017,R0000064,168
R0000017,R0000065,189
R0000017,R0000066,88
R0000017,R0000067,170
R0000017,R0000068,188
R0000017,R0000069,197
R0000017,R0000070,70
R0000017,R0000071,195
R0000017,R0000072,160
R0000017,R0000073,194
R0000017,R0000074,157
R0000017,R0000075,110
R0000017,R0000076,116
R0000017,R0000077,133
R0000017,R0000078,182
R0000017,R0000079,134
R0000017,R0000080,149
R0000017,R0000081,92
R0000017,R0000082,200
R0000017,R0000083,174
R0000017,R0000084,154
R0000017,R0000085,65
R0000017,R0000086,126
R0000017,R0000087,259
R0000017,R0000088,207
R0000017,R0000089,189
R0000017,R0000090,249
R0000017,R0000091,155
R0000017,R0000092,170
R0000017,R0000093,178
R0000017,R0000094,189
R0000017,R0000095,216
R0000017,R0000096,258
R0000017,R0000097,153
R0000017,R0000098,104
R0000017,R0000099,158
R0000017,R00000100,116
R0000018,R0000020,124
R0000018,R0000021,149
R0000018,R0000022,119
R0000018,R0000023,213
R0000018,R0000024,89
R0000018,R0000025,124
R0000018,R0000026,100
R0000018,R0000027,106
R0000018,R0000028,101
R0000018,R0000029,114
R0000018,R0000030,161
R0000018,R0000031,90
R0000018,R0000032,155
R0000018,R0000033,106
R0000018,R0000034,204
R0000018,R0000035,112
R0000018,R0000036,116
R0000018,R0000037,105
R0000018,R0000038,145
R0000018,R0000039,139
R0000018,R0000040,108
R0000018,R0000041,167
R0000018,R0000042,117
R0000018,R0000043,145
R0000018,R0000044,126
R0000018,R0000045,142
R0000018,R0000046,144
R0000018,R0000047,95
R0000018,R0000048,102
R0000018,R0000049,126
R0000018,R0000050,201
R0000018,R0000051,128
R0000018,R0000052,103
R0000018,R0000053,94
R0000018,R0000054,211
R0000018,R0000055,116
R0000018,R0000056,163
R0000018,R0000057,84
R0000018,R0000058,74
R0000018,R0000059,56
R0000018,R0000060,151
R0000018,R0000061,147
R0000018,R0000062,76
R0000018,R0000063,83
R0000018,R0000064,123
R0000018,R0000065,178
R0000018,R0000066,84
R0000018,R0000067,101
R0000018,R0000068,160
R0000018,R0000069,160
R0000018,R0000070,37
R0000018,R0000071,129
R0000018,R0000072,120
R0000018,R0000073,136
R0000018,R0000074,213
R0000018,R0000075,74
R0000018,R0000076,109
R0000018,R0000077,120
R0000018,R0000078,211
R0000018,R0000079,118
R0000018,R0000080,121
R0000018,R0000081,75
R0000018,R0000082,150
R0000018,R0000083,146
R0000018,R0000084,113
R0000018,R0000085,65
R0000018,R0000086,66
R0000018,R0000087,152
R0000018,R0000088,120
R0000018,R0000089,148
R0000018,R0000090,160
R0000018,R0000091,82
R0000018,R0000092,114
R0000018,R0000093,142
R0000018,R0000094,153
R0000018,R0000095,139
R0000018,R0000096,125
R0000018,R0000097,158
R0000018,R0000098,94
R0000018,R0000099,102
R0000018,R00000100,90
R0000020,R0000021,192
R0000020,R0000022,233
R0000020,R0000023,147
R0000020,R0000024,132
R0000020,R0000025,234
R0000020,R0000026,156
R0000020,R0000027,157
R0000020,R0000028,172
R0000020,R0000029,230
R0000020,R0000030,268
R0000020,R0000031,133
R0000020,R0000032,238
R0000020,R0000033,173
R0000020,R0000034,174
R0000020,R0000035,164
R0000020,R0000036,217
R0000020,R0000037,178
R0000020,R0000038,197
R0000020,R0000039,158
R0000020,R0000040,124
R0000020,R0000041,225
R0000020,R0000042,176
R0000020,R0000043,281
R0000020,R0000044,184
R0000020,R0000045,188
R0000020,R0000046,208
R0000020,R0000047,118
R0000020,R0000048,134
R0000020,R0000049,196
R0000020,R0000050,139
R0000020,R0000051,218
R0000020,R0000052,206
R0000020,R0000053,145
R0000020,R0000054,219
R0000020,R0000055,177
R0000020,R0000056,224
R0000020,R0000057,120
R0000020,R0000058,114
R0000020,R0000059,54
R0000020,R0000060,231
R0000020,R0000061,232
R0000020,R0000062,122
R0000020,R0000063,114
R0000020,R0000064,197
R0000020,R0000065,226
R0000020,R0000066,93
R0000020,R0000067,164
R0000020,R0000068,217
R0000020,R0000069,253
R0000020,R0000070,72
R0000020,R0000071,226
R0000020,R0000072,179
R0000020,R0000073,218
R0000020,R0000074,188
R0000020,R0000075,133
R0000020,R0000076,139
R0000020,R0000077,158
R0000020,R0000078,214
R0000020,R0000079,160
R0000020,R0000080,179
R0000020,R0000081,99
R0000020,R0000082,235
R0000020,R0000083,211
R0000020,R0000084,193
R0000020,R0000085,84
R0000020,R0000086,109
R0000020,R0000087,268
R0000020,R0000088,220
R0000020,R0000089,236
R0000020,R0000090,260
R0000020,R0000091,197
R0000020,R0000092,173
R0000020,R0000093,198
R0000020,R0000094,231
R0000020,R0000095,246
R0000020,R0000096,252
R0000020,R0000097,166
R0000020,R0000098,121
R0000020,R0000099,187
R0000020,R00000100,126
R0000021,R0000022,164
R0000021,R0000023,185
R0000021,R0000024,190
R0000021,R0000025,214
R0000021,R0000026,169
R0000021,R0000027,182
R0000021,R0000028,179
R0000021,R0000029,168
R0000021,R0000030,247
R0000021,R0000031,164
R0000021,R0000032,243
R0000021,R0000033,184
R0000021,R0000034,211
R0000021,R0000035,215
R0000021,R0000036,167
R0000021,R0000037,157
R0000021,R0000038,226
R0000021,R0000039,182
R0000021,R0000040,157
R0000021,R0000041,259
R0000021,R0000042,237
R0000021,R0000043,223
R0000021,R0000044,217
R0000021,R0000045,278
R0000021,R0000046,277
R0000021,R0000047,148
R0000021,R0000048,188
R0000021,R0000049,234
R0000021,R0000050,159
R0000021,R0000051,210
R0000021,R0000052,187
R0000021,R0000053,198
R0000021,R0000054,255
R0000021,R0000055,211
R0000021,R0000056,239
R0000021,R0000057,151
R0000021,R0000058,134
R0000021,R0000059,73
R0000021,R0000060,218
R0000021,R0000061,198
R0000021,R0000062,97
R0000021,R0000063,151
R0000021,R0000064,189
R0000021,R0000065,284
R0000021,R0000066,102
R0000021,R0000067,136
R0000021,R0000068,243
R0000021,R0000069,251
R0000021,R0000070,62
R0000021,R0000071,177
R0000021,R0000072,224
R0000021,R0000073,174
R0000021,R0000074,221
R0000021,R0000075,131
R0000021,R0000076,169
R0000021,R0000077,149
R0000021,R0000078,270
R0000021,R0000079,239
R0000021,R0000080,193
R0000021,R0000081,140
R0000021,R0000082,222
R0000021,R0000083,213
R0000021,R0000084,177
R0000021,R0000085,76
R0000021,R0000086,86
R0000021,R0000087,219
R0000021,R0000088,221
R0000021,R0000089,217
R0000021,R0000090,249
R0000021,R0000091,121
R0000021,R0000092,192
R0000021,R0000093,218
R0000021,R0000094,267
R0000021,R0000095,192
R0000021,R0000096,226
R0000021,R0000097,223
R0000021,R0000098,106
R0000021,R0000099,167
R0000021,R00000100,158
R0000022,R0000023,137
R0000022,R0000024,102
R0000022,R0000025,209
R0000022,R0000026,120
R0000022,R0000027,134
R0000022,R0000028,144
R0000022,R0000029,198
R0000022,R0000030,228
R0000022,R0000031,102
R0000022,R0000032,215
R0000022,R0000033,138
R0000022,R0000034,160
R0000022,R0000035,124
R0000022,R0000036,178
R0000022,R0000037,155
R0000022,R0000038,217
R0000022,R0000039,143
R0000022,R0000040,97
R0000022,R0000041,175
R0000022,R0000042,135
R0000022,R0000043,278
R0000022,R0000044,146
R0000022,R0000045,153
R0000022,R0000046,174
R0000022,R0000047,100
R0000022,R0000048,103
R0000022,R0000049,149
R0000022,R0000050,125
R0000022,R0000051,237
R0000022,R0000052,159
R0000022,R0000053,112
R0000022,R0000054,181
R0000022,R0000055,145
R0000022,R0000056,205
R0000022,R0000057,83
R0000022,R0000058,83
R0000022,R0000059,69
R0000022,R0000060,184
R0000022,R0000061,191
R0000022,R0000062,116
R0000022,R0000063,87
R0000022,R0000064,136
R0000022,R0000065,201
R0000022,R0000066,82
R0000022,R0000067,198
R0000022,R0000068,185
R0000022,R0000069,215
R0000022,R0000070,49
R0000022,R0000071,223
R0000022,R0000072,135
R0000022,R0000073,156
R0000022,R0000074,176
R0000022,R0000075,101
R0000022,R0000076,139
R0000022,R0000077,151
R0000022,R0000078,188
R0000022,R0000079,133
R0000022,R0000080,154
R0000022,R0000081,77
R0000022,R0000082,190
R0000022,R0000083,185
R0000022,R0000084,165
R0000022,R0000085,79
R0000022,R0000086,97
R0000022,R0000087,254
R0000022,R0000088,185
R0000022,R0000089,191
R0000022,R0000090,216
R0000022,R0000091,143
R0000022,R0000092,151
R0000022,R0000093,221
R0000022,R0000094,244
R0000022,R0000095,188
R0000022,R0000096,211
R0000022,R0000097,145
R0000022,R0000098,101
R0000022,R0000099,149
R0000022,R00000100,98
R0000023,R0000024,98
R0000023,R0000025,140
R0000023,R0000026,110
R0000023,R0000027,116
R0000023,R0000028,108
R0000023,R0000029,127
R0000023,R0000030,179
R0000023,R0000031,97
R0000023,R0000032,171
R0000023,R0000033,116
R0000023,R0000034,234
R0000023,R0000035,147
R0000023,R0000036,127
R0000023,R0000037,138
R0000023,R0000038,176
R0000023,R0000039,172
R0000023,R0000040,141
R0000023,R0000041,201
R0000023,R0000042,151
R0000023,R0000043,171
R0000023,R0000044,160
R0000023,R0000045,178
R0000023,R0000046,177
R0000023,R0000047,102
R0000023,R0000048,110
R0000023,R0000049,143
R0000023,R0000050,204
R0000023,R0000051,140
R0000023,R0000052,112
R0000023,R0000053,104
R0000023,R0000054,222
R0000023,R0000055,150
R0000023,R0000056,189
R0000023,R0000057,91
R0000023,R0000058,84
R0000023,R0000059,58
R0000023,R0000060,161
R0000023,R0000061,160
R0000023,R0000062,79
R0000023,R0000063,89
R0000023,R0000064,131
R0000023,R0000065,211
R0000023,R0000066,88
R0000023,R0000067,109
R0000023,R0000068,195
R0000023,R0000069,193
R0000023,R0000070,41
R0000023,R0000071,135
R0000023,R0000072,136
R0000023,R0000073,149
R0000023,R0000074,246
R0000023,R0000075,109
R0000023,R0000076,138
R0000023,R0000077,128
R0000023,R0000078,240
R0000023,R0000079,153
R0000023,R0000080,133
R0000023,R0000081,81
R0000023,R0000082,164
R0000023,R0000083,159
R0000023,R0000084,146
R0000023,R0000085,64
R0000023,R0000086,74
R0000023,R0000087,169
R0000023,R0000088,133
R0000023,R0000089,158
R0000023,R0000090,175
R0000023,R0000091,89
R0000023,R0000092,123
R0000023,R0000093,156
R0000023,R0000094,181
R0000023,R0000095,151
R0000023,R0000096,141
R0000023,R0000097,168
R0000023,R0000098,98
R0000023,R0000099,117
R0000023,R00000100,97
R0000024,R0000025,169
R0000024,R0000026,150
R0000024,R0000027,159
R0000024,R0000028,162
R0000024,R0000029,129
R0000024,R0000030,188
R0000024,R0000031,150
R0000024,R0000032,188
R0000024,R0000033,158
R0000024,R0000034,110
R0000024,R0000035,160
R0000024,R0000036,126
R0000024,R0000037,92
R0000024,R0000038,127
R0000024,R0000039,111
R0000024,R0000040,79
R0000024,R0000041,174
R0000024,R0000042,185
R0000024,R0000043,148
R0000024,R0000044,154
R0000024,R0000045,188
R0000024,R0000046,188
R0000024,R0000047,133
R0000024,R0000048,157
R0000024,R0000049,185
R0000024,R0000050,101
R0000024,R0000051,169
R0000024,R0000052,172
R0000024,R0000053,190
R0000024,R0000054,189
R0000024,R0000055,148
R0000024,R0000056,131
R0000024,R0000057,148
R0000024,R0000058,127
R0000024,R0000059,40
R0000024,R0000060,171
R0000024,R0000061,146
R0000024,R0000062,77
R0000024,R0000063,149
R0000024,R0000064,165
R0000024,R0000065,173
R0000024,R0000066,85
R0000024,R0000067,96
R0000024,R0000068,164
R0000024,R0000069,171
R0000024,R0000070,57
R0000024,R0000071,128
R0000024,R0000072,185
R0000024,R0000073,124
R0000024,R0000074,127
R0000024,R0000075,71
R0000024,R0000076,80
R0000024,R0000077,103
R0000024,R0000078,170
R0000024,R0000079,155
R0000024,R0000080,160
R0000024,R0000081,140
R0000024,R0000082,173
R0000024,R0000083,171
R0000024,R0000084,109
R0000024,R0000085,56
R0000024,R0000086,57
R0000024,R0000087,153
R0000024,R0000088,188
R0000024,R0000089,173
R0000024,R0000090,190
R0000024,R0000091,93
R0000024,R0000092,166
R0000024,R0000093,165
R0000024,R0000094,175
R0000024,R0000095,138
R0000024,R0000096,188
R0000024,R0000097,169
R0000024,R0000098,71
R0000024,R0000099,137
R0000024,R00000100,151
R0000025,R0000026,164
R0000025,R0000027,212
R0000025,R0000028,231
R0000025,R0000029,241
R0000025,R0000030,287
R0000025,R0000031,162
R0000025,R0000032,276
R0000025,R0000033,188
R0000025,R0000034,161
R0000025,R0000035,186
R0000025,R0000036,206
R0000025,R0000037,174
R0000025,R0000038,180
R0000025,R0000039,158
R0000025,R0000040,106
R0000025,R0000041,222
R0000025,R0000042,194
R0000025,R0000043,262
R0000025,R0000044,202
R0000025,R0000045,209
R0000025,R0000046,216
R0000025,R0000047,127
R0000025,R0000048,166
R0000025,R0000049,207
R0000025,R0000050,134
R0000025,R0000051,250
R0000025,R0000052,221
R0000025,R0000053,178
R0000025,R0000054,228
R0000025,R0000055,198
R0000025,R0000056,198
R0000025,R0000057,149
R0000025,R0000058,118
R0000025,R0000059,56
R0000025,R0000060,241
R0000025,R0000061,225
R0000025,R0000062,144
R0000025,R0000063,157
R0000025,R0000064,202
R0000025,R0000065,236
R0000025,R0000066,97
R0000025,R0000067,181
R0000025,R0000068,232
R0000025,R0000069,255
R0000025,R0000070,65
R0000025,R0000071,223
R0000025,R0000072,195
R0000025,R0000073,180
R0000025,R0000074,185
R0000025,R0000075,107
R0000025,R0000076,132
R0000025,R0000077,166
R0000025,R0000078,230
R0000025,R0000079,186
R0000025,R0000080,196
R0000025,R0000081,140
R0000025,R0000082,249
R0000025,R0000083,239
R0000025,R0000084,169
R0000025,R0000085,95
R0000025,R0000086,126
R0000025,R0000087,246
R0000025,R0000088,275
R0000025,R0000089,248
R0000025,R0000090,273
R0000025,R0000091,166
R0000025,R0000092,235
R0000025,R0000093,232
R0000025,R0000094,248
R0000025,R0000095,234
R0000025,R0000096,281
R0000025,R0000097,198
R0000025,R0000098,116
R0000025,R0000099,165
R0000025,R00000100,164
R0000026,R0000027,137
R0000026,R0000028,146
R0000026,R0000029,156
R0000026,R0000030,202
R0000026,R0000031,120
R0000026,R0000032,186
R0000026,R0000033,131
R0000026,R0000034,129
R0000026,R0000035,133
R0000026,R0000036,148
R0000026,R0000037,109
R0000026,R0000038,145
R0000026,R0000039,126
R0000026,R0000040,93
R0000026,R0000041,169
R0000026,R0000042,160
R0000026,R0000043,174
R0000026,R0000044,138
R0000026,R0000045,169
R0000026,R0000046,174
R0000026,R0000047,133
R0000026,R0000048,133
R0000026,R0000049,168
R0000026,R0000050,112
R0000026,R0000051,156
R0000026,R0000052,163
R0000026,R0000053,156
R0000026,R0000054,191
R0000026,R0000055,125
R0000026,R0000056,155
R0000026,R0000057,117
R0000026,R0000058,131
R0000026,R0000059,45
R0000026,R0000060,171
R0000026,R0000061,174
R0000026,R0000062,90
R0000026,R0000063,117
R0000026,R0000064,158
R0000026,R0000065,177
R0000026,R0000066,89
R0000026,R0000067,117
R0000026,R0000068,167
R0000026,R0000069,171
R0000026,R0000070,65
R0000026,R0000071,153
R0000026,R0000072,167
R0000026,R0000073,146
R0000026,R0000074,144
R0000026,R0000075,81
R0000026,R0000076,91
R0000026,R0000077,116
R0000026,R0000078,201
R0000026,R0000079,128
R0000026,R0000080,139
R0000026,R0000081,103
R0000026,R0000082,184
R0000026,R0000083,169
R0000026,R0000084,174
R0000026,R0000085,62
R0000026,R0000086,73
R0000026,R0000087,185
R0000026,R0000088,175
R0000026,R0000089,172
R0000026,R0000090,198
R0000026,R0000091,109
R0000026,R0000092,153
R0000026,R0000093,167
R0000026,R0000094,166
R0000026,R0000095,162
R0000026,R0000096,187
R0000026,R0000097,156
R0000026,R0000098,78
R0000026,R0000099,151
R0000026,R00000100,124
R0000027,R0000028,166
R0000027,R0000029,155
R0000027,R0000030,211
R0000027,R0000031,154
R0000027,R0000032,213
R0000027,R0000033,169
R0000027,R0000034,129
R0000027,R0000035,168
R0000027,R0000036,148
R0000027,R0000037,110
R0000027,R0000038,140
R0000027,R0000039,130
R0000027,R0000040,89
R0000027,R0000041,182
R0000027,R0000042,170
R0000027,R0000043,180
R0000027,R0000044,185
R0000027,R0000045,179
R0000027,R0000046,182
R0000027,R0000047,110
R0000027,R0000048,153
R0000027,R0000049,177
R0000027,R0000050,111
R0000027,R0000051,200
R0000027,R0000052,163
R0000027,R0000053,162
R0000027,R0000054,184
R0000027,R0000055,180
R0000027,R0000056,154
R0000027,R0000057,145
R0000027,R0000058,102
R0000027,R0000059,40
R0000027,R0000060,184
R0000027,R0000061,155
R0000027,R0000062,107
R0000027,R0000063,154
R0000027,R0000064,170
R0000027,R0000065,194
R0000027,R0000066,84
R0000027,R0000067,128
R0000027,R0000068,204
R0000027,R0000069,194
R0000027,R0000070,58
R0000027,R0000071,143
R0000027,R0000072,167
R0000027,R0000073,153
R0000027,R0000074,152
R0000027,R0000075,84
R0000027,R0000076,102
R0000027,R0000077,115
R0000027,R0000078,188
R0000027,R0000079,167
R0000027,R0000080,169
R0000027,R0000081,140
R0000027,R0000082,197
R0000027,R0000083,178
R0000027,R0000084,127
R0000027,R0000085,62
R0000027,R0000086,91
R0000027,R0000087,176
R0000027,R0000088,201
R0000027,R0000089,184
R0000027,R0000090,192
R0000027,R0000091,118
R0000027,R0000092,177
R0000027,R0000093,182
R0000027,R0000094,185
R0000027,R0000095,157
R0000027,R0000096,202
R0000027,R0000097,170
R0000027,R0000098,93
R0000027,R0000099,131
R0000027,R00000100,153
R0000028,R0000029,181
R0000028,R0000030,231
R0000028,R0000031,153
R0000028,R0000032,215
R0000028,R0000033,163
R0000028,R0000034,122
R0000028,R0000035,166
R0000028,R0000036,162
R0000028,R0000037,126
R0000028,R0000038,143
R0000028,R0000039,122
R0000028,R0000040,83
R0000028,R0000041,183
R0000028,R0000042,171
R0000028,R0000043,192
R0000028,R0000044,163
R0000028,R0000045,179
R0000028,R0000046,178
R0000028,R0000047,114
R0000028,R0000048,160
R0000028,R0000049,178
R0000028,R0000050,112
R0000028,R0000051,208
R0000028,R0000052,209
R0000028,R0000053,168
R0000028,R0000054,196
R0000028,R0000055,158
R0000028,R0000056,143
R0000028,R0000057,148
R0000028,R0000058,109
R0000028,R0000059,46
R0000028,R0000060,209
R0000028,R0000061,186
R0000028,R0000062,115
R0000028,R0000063,154
R0000028,R0000064,182
R0000028,R0000065,186
R0000028,R0000066,85
R0000028,R0000067,135
R0000028,R0000068,176
R0000028,R0000069,204
R0000028,R0000070,60
R0000028,R0000071,186
R0000028,R0000072,176
R0000028,R0000073,137
R0000028,R0000074,138
R0000028,R0000075,77
R0000028,R0000076,94
R0000028,R0000077,140
R0000028,R0000078,189
R0000028,R0000079,159
R0000028,R0000080,163
R0000028,R0000081,140
R0000028,R0000082,203
R0000028,R0000083,205
R0000028,R0000084,129
R0000028,R0000085,71
R0000028,R0000086,98
R0000028,R0000087,193
R0000028,R0000088,231
R0000028,R0000089,209
R0000028,R0000090,223
R0000028,R0000091,130
R0000028,R0000092,211
R0000028,R0000093,192
R0000028,R0000094,212
R0000028,R0000095,192
R0000028,R0000096,217
R0000028,R0000097,176
R0000028,R0000098,85
R0000028,R0000099,127
R0000028,R00000100,159
R0000029,R0000030,299
R0000029,R0000031,119
R0000029,R0000032,233
R0000029,R0000033,139
R0000029,R0000034,141
R0000029,R0000035,140
R0000029,R0000036,266
R0000029,R0000037,164
R0000029,R0000038,174
R0000029,R0000039,140
R0000029,R0000040,106
R0000029,R0000041,195
R0000029,R0000042,156
R0000029,R0000043,293
R0000029,R0000044,157
R0000029,R0000045,170
R0000029,R0000046,170
R0000029,R0000047,111
R0000029,R0000048,125
R0000029,R0000049,175
R0000029,R0000050,126
R0000029,R0000051,214
R0000029,R0000052,240
R0000029,R0000053,141
R0000029,R0000054,200
R0000029,R0000055,147
R0000029,R0000056,177
R0000029,R0000057,105
R0000029,R0000058,110
R0000029,R0000059,56
R0000029,R0000060,209
R0000029,R0000061,260
R0000029,R0000062,135
R0000029,R0000063,108
R0000029,R0000064,173
R0000029,R0000065,191
R0000029,R0000066,91
R0000029,R0000067,187
R0000029,R0000068,190
R0000029,R0000069,213
R0000029,R0000070,67
R0000029,R0000071,226
R0000029,R0000072,163
R0000029,R0000073,196
R0000029,R0000074,161
R0000029,R0000075,101
R0000029,R0000076,116
R0000029,R0000077,157
R0000029,R0000078,185
R0000029,R0000079,130
R0000029,R0000080,147
R0000029,R0000081,90
R0000029,R0000082,216
R0000029,R0000083,197
R0000029,R0000084,158
R0000029,R0000085,86
R0000029,R0000086,126
R0000029,R0000087,287
R0000029,R0000088,235
R0000029,R0000089,218
R0000029,R0000090,275
R0000029,R0000091,180
R0000029,R0000092,186
R0000029,R0000093,193
R0000029,R0000094,209
R0000029,R0000095,232
R0000029,R0000096,295
R0000029,R0000097,157
R0000029,R0000098,104
R0000029,R0000099,150
R0000029,R00000100,115
R0000030,R0000031,169
R0000030,R0000032,394
R0000030,R0000033,193
R0000030,R0000034,209
R0000030,R0000035,198
R0000030,R0000036,283
R0000030,R0000037,180
R0000030,R0000038,254
R0000030,R0000039,266
R0000030,R0000040,130
R0000030,R0000041,293
R0000030,R0000042,220
R0000030,R0000043,342
R0000030,R0000044,222
R0000030,R0000045,245
R0000030,R0000046,248
R0000030,R0000047,156
R0000030,R0000048,185
R0000030,R0000049,242
R0000030,R0000050,179
R0000030,R0000051,275
R0000030,R0000052,290
R0000030,R0000053,201
R0000030,R0000054,317
R0000030,R0000055,206
R0000030,R0000056,310
R0000030,R0000057,157
R0000030,R0000058,141
R0000030,R0000059,70
R0000030,R0000060,369
R0000030,R0000061,388
R0000030,R0000062,140
R0000030,R0000063,160
R0000030,R0000064,265
R0000030,R0000065,352
